# Single SKU Max Power Table
#   OFDM 6 ~ 54              | |                       HT20 MCS 0 ~ 15                       | |                   HT40 MCS 0 ~ 15                             | |               VHT80 MCS 0 ~ 9             |
ch102 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
ch104 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
ch106 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 13 13 13 13 13 13 13 13 13 13
ch108 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 13 13 13 13 13 13 13 13 13 13
ch110 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 13 13 13 13 13 13 13 13 13 13
ch112 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 13 13 13 13 13 13 13 13 13 13
ch116 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18
ch118 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18
ch120 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18
ch122 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18
ch124 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18
ch126 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18
ch128 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18
ch132 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 18 18 18 18 18 18 18 18 18 18
ch134 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 18 18 18 18 18 18 18 18 18 18
ch136 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 18 18 18 18 18 18 18 18 18 18
ch140 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18
ch149 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 14 14
ch151 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 14 14
ch153 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 14 14
ch155 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 14 14
ch157 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 14 14
ch159 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 14 14
ch161 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 14 14
ch165 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 14 14
ch169 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 14 14
ch173 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 14 14

